pair_id,direction,intervention,clean_pred,patched_pred,delta_h_med,delta_bad_logit,flip,windows
57,sufficiency,top-local,good,good,-0.005542755126953125,0.011932373046875,0,"[[131, 162], [594, 625], [76, 107]]"
57,sufficiency,random,good,good,0.07412457466125488,0.006663322448730469,0,"[[11, 42], [542, 573], [463, 494]]"
57,sufficiency,same-class,good,good,0.026315689086914062,0.05622673034667969,0,"[[131, 162], [594, 625], [76, 107]]"
57,sufficiency,donor global-mean,good,good,0.031403422355651855,0.05802631378173828,0,"[[131, 162], [594, 625], [76, 107]]"
58,necessity,top-local,medium,medium,-0.10139679908752441,-0.03078174591064453,0,"[[48, 79], [89, 120], [7, 38]]"
58,necessity,random,medium,medium,-0.023823976516723633,0.014731407165527344,0,"[[356, 387], [159, 190], [26, 57]]"
58,necessity,same-class,medium,medium,-0.07722330093383789,-0.043079376220703125,0,"[[48, 79], [89, 120], [7, 38]]"
58,necessity,donor global-mean,medium,medium,-0.055226802825927734,-0.06296300888061523,0,"[[48, 79], [89, 120], [7, 38]]"
58,sufficiency,top-local,medium,medium,-0.023665904998779297,0.023089885711669922,0,"[[48, 79], [89, 120], [7, 38]]"
58,sufficiency,random,medium,medium,-0.02446579933166504,0.0004448890686035156,0,"[[356, 387], [159, 190], [26, 57]]"
58,sufficiency,same-class,medium,medium,-0.004401087760925293,0.1569499969482422,0,"[[48, 79], [89, 120], [7, 38]]"
58,sufficiency,donor global-mean,medium,medium,-0.04035615921020508,0.003973960876464844,0,"[[48, 79], [89, 120], [7, 38]]"
59,necessity,top-local,medium,medium,0.33428382873535156,-0.01894092559814453,0,"[[481, 512], [513, 544], [1, 32]]"
59,necessity,random,medium,medium,0.04501914978027344,-0.1750345230102539,0,"[[98, 129], [405, 436], [322, 353]]"
59,necessity,same-class,medium,medium,0.16442179679870605,0.043582916259765625,0,"[[481, 512], [513, 544], [1, 32]]"
59,necessity,donor global-mean,medium,medium,-0.040851593017578125,-0.02991962432861328,0,"[[481, 512], [513, 544], [1, 32]]"
59,sufficiency,top-local,good,good,-0.0913541316986084,-0.06427526473999023,0,"[[481, 512], [513, 544], [1, 32]]"
59,sufficiency,random,good,good,-0.06635415554046631,-0.054578304290771484,0,"[[98, 129], [405, 436], [322, 353]]"
59,sufficiency,same-class,good,good,-0.10244560241699219,-0.09034490585327148,0,"[[481, 512], [513, 544], [1, 32]]"
59,sufficiency,donor global-mean,good,good,-0.07606339454650879,-0.020271778106689453,0,"[[481, 512], [513, 544], [1, 32]]"
60,necessity,top-local,medium,medium,0.08437895774841309,-0.0019474029541015625,0,"[[78, 109], [594, 625], [129, 160]]"
60,necessity,random,medium,medium,0.19236767292022705,-0.016934871673583984,0,"[[561, 592], [260, 291], [384, 415]]"
60,necessity,same-class,medium,medium,-0.03248190879821777,-0.031447410583496094,0,"[[78, 109], [594, 625], [129, 160]]"
60,necessity,donor global-mean,medium,medium,-0.03255641460418701,-0.042014122009277344,0,"[[78, 109], [594, 625], [129, 160]]"
60,sufficiency,top-local,good,good,0.08314800262451172,0.025115966796875,0,"[[78, 109], [594, 625], [129, 160]]"
60,sufficiency,random,good,good,0.008514404296875,-0.0161285400390625,0,"[[561, 592], [260, 291], [384, 415]]"
60,sufficiency,same-class,good,good,0.018803834915161133,0.0222320556640625,0,"[[78, 109], [594, 625], [129, 160]]"
60,sufficiency,donor global-mean,good,good,0.025326967239379883,0.04303169250488281,0,"[[78, 109], [594, 625], [129, 160]]"
61,necessity,top-local,medium,medium,0.0290069580078125,0.013065338134765625,0,"[[174, 205], [205, 236], [125, 156]]"
61,necessity,random,medium,medium,0.39184021949768066,0.02858734130859375,0,"[[505, 536], [260, 291], [229, 260]]"
61,necessity,same-class,medium,medium,-0.14655840396881104,-0.042719364166259766,0,"[[174, 205], [205, 236], [125, 156]]"
61,necessity,donor global-mean,medium,medium,-0.12701630592346191,-0.032894134521484375,0,"[[174, 205], [205, 236], [125, 156]]"
61,sufficiency,top-local,good,good,-0.005738258361816406,-0.012063026428222656,0,"[[174, 205], [205, 236], [125, 156]]"
61,sufficiency,random,good,good,-0.07584953308105469,-0.028214454650878906,0,"[[505, 536], [260, 291], [229, 260]]"
61,sufficiency,same-class,good,good,0.022375106811523438,0.008975982666015625,0,"[[174, 205], [205, 236], [125, 156]]"
61,sufficiency,donor global-mean,good,good,0.020694732666015625,0.008512496948242188,0,"[[174, 205], [205, 236], [125, 156]]"
62,necessity,top-local,medium,medium,0.08817183971405029,-0.0432276725769043,0,"[[414, 445], [594, 625], [446, 477]]"
62,necessity,random,medium,medium,0.04552638530731201,0.011726856231689453,0,"[[63, 94], [374, 405], [282, 313]]"
62,necessity,same-class,medium,medium,0.04629719257354736,-0.030321121215820312,0,"[[414, 445], [594, 625], [446, 477]]"
62,necessity,donor global-mean,medium,medium,-0.08645284175872803,-0.05480241775512695,0,"[[414, 445], [594, 625], [446, 477]]"
62,sufficiency,top-local,medium,medium,0.034822702407836914,-0.03304338455200195,0,"[[414, 445], [594, 625], [446, 477]]"
62,sufficiency,random,medium,medium,0.02375650405883789,0.01717853546142578,0,"[[63, 94], [374, 405], [282, 313]]"
62,sufficiency,same-class,medium,medium,0.044548988342285156,0.06796026229858398,0,"[[414, 445], [594, 625], [446, 477]]"
62,sufficiency,donor global-mean,medium,medium,0.08016955852508545,0.020413875579833984,0,"[[414, 445], [594, 625], [446, 477]]"
63,necessity,top-local,medium,medium,0.3130373954772949,-0.03316974639892578,0,"[[312, 343], [177, 208], [280, 311]]"
63,necessity,random,medium,medium,0.29874563217163086,-0.19149398803710938,0,"[[129, 160], [555, 586], [52, 83]]"
63,necessity,same-class,medium,medium,0.056737422943115234,0.040348052978515625,0,"[[312, 343], [177, 208], [280, 311]]"
63,necessity,donor global-mean,medium,medium,-0.06755709648132324,-0.010982513427734375,0,"[[312, 343], [177, 208], [280, 311]]"
63,sufficiency,top-local,good,good,0.0521320104598999,0.04205036163330078,0,"[[312, 343], [177, 208], [280, 311]]"
63,sufficiency,random,good,good,-0.041251301765441895,-0.027107715606689453,0,"[[129, 160], [555, 586], [52, 83]]"
63,sufficiency,same-class,good,good,-0.00041031837463378906,0.03137969970703125,0,"[[312, 343], [177, 208], [280, 311]]"
63,sufficiency,donor global-mean,good,good,0.05471396446228027,0.05608701705932617,0,"[[312, 343], [177, 208], [280, 311]]"
64,necessity,top-local,medium,medium,0.0006685256958007812,-0.004019737243652344,0,"[[224, 255], [353, 384], [395, 426]]"
64,necessity,random,medium,medium,0.015111207962036133,0.03032970428466797,0,"[[263, 294], [433, 464], [384, 415]]"
64,necessity,same-class,medium,medium,0.0020117759704589844,-0.101409912109375,0,"[[224, 255], [353, 384], [395, 426]]"
64,necessity,donor global-mean,medium,medium,-0.03275656700134277,-0.08682632446289062,0,"[[224, 255], [353, 384], [395, 426]]"
64,sufficiency,top-local,good,good,0.07141244411468506,0.0182952880859375,0,"[[224, 255], [353, 384], [395, 426]]"
64,sufficiency,random,good,good,0.014908909797668457,0.02618408203125,0,"[[263, 294], [433, 464], [384, 415]]"
64,sufficiency,same-class,good,good,-0.11061334609985352,-0.03947162628173828,0,"[[224, 255], [353, 384], [395, 426]]"
64,sufficiency,donor global-mean,good,good,0.09755349159240723,0.05455350875854492,0,"[[224, 255], [353, 384], [395, 426]]"
65,necessity,top-local,medium,medium,-0.08131074905395508,0.005413055419921875,0,"[[2, 33], [128, 159], [84, 115]]"
65,necessity,random,medium,medium,-0.02765202522277832,-0.012113571166992188,0,"[[146, 177], [241, 272], [434, 465]]"
65,necessity,same-class,medium,medium,-0.08760929107666016,-0.00026416778564453125,0,"[[2, 33], [128, 159], [84, 115]]"
65,necessity,donor global-mean,medium,medium,-0.07904720306396484,-0.0059261322021484375,0,"[[2, 33], [128, 159], [84, 115]]"
65,sufficiency,top-local,good,good,-0.014873981475830078,-0.018321990966796875,0,"[[2, 33], [128, 159], [84, 115]]"
65,sufficiency,random,good,good,-0.006083011627197266,-0.011994361877441406,0,"[[146, 177], [241, 272], [434, 465]]"
65,sufficiency,same-class,good,good,0.019160985946655273,0.010048866271972656,0,"[[2, 33], [128, 159], [84, 115]]"
65,sufficiency,donor global-mean,good,good,0.01734137535095215,0.02253246307373047,0,"[[2, 33], [128, 159], [84, 115]]"
66,necessity,top-local,medium,medium,-0.01821589469909668,0.005451202392578125,0,"[[91, 122], [594, 625], [284, 315]]"
66,necessity,random,medium,medium,-0.4015216827392578,0.036665916442871094,0,"[[396, 427], [55, 86], [142, 173]]"
66,necessity,same-class,medium,medium,0.01854419708251953,0.010303974151611328,0,"[[91, 122], [594, 625], [284, 315]]"
66,necessity,donor global-mean,medium,medium,-0.008533716201782227,-0.005615234375,0,"[[91, 122], [594, 625], [284, 315]]"
66,sufficiency,top-local,medium,medium,-0.003920316696166992,-0.013989448547363281,0,"[[91, 122], [594, 625], [284, 315]]"
66,sufficiency,random,medium,medium,-0.32335448265075684,0.024993896484375,0,"[[396, 427], [55, 86], [142, 173]]"
66,sufficiency,same-class,medium,medium,0.02169036865234375,0.0034537315368652344,0,"[[91, 122], [594, 625], [284, 315]]"
66,sufficiency,donor global-mean,medium,medium,0.01666402816772461,0.0043735504150390625,0,"[[91, 122], [594, 625], [284, 315]]"
67,necessity,top-local,medium,medium,0.2566673755645752,-0.050919532775878906,0,"[[0, 31], [161, 192], [204, 235]]"
67,necessity,random,medium,medium,0.19807958602905273,-0.10752391815185547,0,"[[395, 426], [95, 126], [446, 477]]"
67,necessity,same-class,medium,medium,-0.02709794044494629,-0.004528999328613281,0,"[[0, 31], [161, 192], [204, 235]]"
67,necessity,donor global-mean,medium,medium,-0.04574441909790039,-0.037261009216308594,0,"[[0, 31], [161, 192], [204, 235]]"
67,sufficiency,top-local,good,good,-0.18087363243103027,-0.20300865173339844,0,"[[0, 31], [161, 192], [204, 235]]"
67,sufficiency,random,good,good,-0.1302659511566162,-0.06030845642089844,0,"[[395, 426], [95, 126], [446, 477]]"
67,sufficiency,same-class,good,good,-0.02996516227722168,-0.09555244445800781,0,"[[0, 31], [161, 192], [204, 235]]"
67,sufficiency,donor global-mean,good,good,-0.12801289558410645,-0.15067577362060547,0,"[[0, 31], [161, 192], [204, 235]]"
68,necessity,top-local,medium,medium,0.01658916473388672,-0.0865030288696289,0,"[[117, 148], [149, 180], [594, 625]]"
68,necessity,random,medium,medium,-0.10739541053771973,-0.009896278381347656,0,"[[525, 556], [142, 173], [66, 97]]"
68,necessity,same-class,medium,medium,-0.03976559638977051,0.013504981994628906,0,"[[117, 148], [149, 180], [594, 625]]"
68,necessity,donor global-mean,medium,medium,-0.016637325286865234,-0.046408653259277344,0,"[[117, 148], [149, 180], [594, 625]]"
68,sufficiency,top-local,medium,medium,-0.07953870296478271,-0.047280311584472656,0,"[[117, 148], [149, 180], [594, 625]]"
68,sufficiency,random,medium,medium,-0.11867117881774902,0.0016508102416992188,0,"[[525, 556], [142, 173], [66, 97]]"
68,sufficiency,same-class,medium,medium,-0.0060117244720458984,-0.04731464385986328,0,"[[117, 148], [149, 180], [594, 625]]"
68,sufficiency,donor global-mean,medium,medium,0.0003336668014526367,-0.025959014892578125,0,"[[117, 148], [149, 180], [594, 625]]"
69,necessity,top-local,medium,medium,0.00040602684020996094,-0.011341571807861328,0,"[[0, 31], [34, 65], [594, 625]]"
69,necessity,random,medium,medium,0.0016341209411621094,-0.037346839904785156,0,"[[505, 536], [173, 204], [111, 142]]"
69,necessity,same-class,medium,medium,0.0031766891479492188,-0.02092742919921875,0,"[[0, 31], [34, 65], [594, 625]]"
69,necessity,donor global-mean,medium,medium,0.013304948806762695,-0.026378631591796875,0,"[[0, 31], [34, 65], [594, 625]]"
69,sufficiency,top-local,medium,medium,-0.0003032684326171875,-0.008481025695800781,0,"[[0, 31], [34, 65], [594, 625]]"
69,sufficiency,random,medium,medium,-0.09132182598114014,-0.03296184539794922,0,"[[505, 536], [173, 204], [111, 142]]"
69,sufficiency,same-class,medium,medium,-0.04066288471221924,-0.0025348663330078125,0,"[[0, 31], [34, 65], [594, 625]]"
69,sufficiency,donor global-mean,medium,medium,-0.002184629440307617,0.004549980163574219,0,"[[0, 31], [34, 65], [594, 625]]"
70,necessity,top-local,medium,medium,0.1441502571105957,0.25812482833862305,0,"[[594, 625], [544, 575], [450, 481]]"
70,necessity,random,medium,medium,0.11243343353271484,0.3438444137573242,0,"[[393, 424], [299, 330], [259, 290]]"
70,necessity,same-class,medium,medium,0.12211132049560547,0.05791473388671875,0,"[[594, 625], [544, 575], [450, 481]]"
70,necessity,donor global-mean,medium,medium,0.0773615837097168,0.01271200180053711,0,"[[594, 625], [544, 575], [450, 481]]"
70,sufficiency,top-local,good,good,0.12030506134033203,0.03212451934814453,0,"[[594, 625], [544, 575], [450, 481]]"
70,sufficiency,random,good,good,-0.14319944381713867,-0.08251571655273438,0,"[[393, 424], [299, 330], [259, 290]]"
70,sufficiency,same-class,good,good,0.2200775146484375,0.0774078369140625,0,"[[594, 625], [544, 575], [450, 481]]"
70,sufficiency,donor global-mean,good,good,0.1624455451965332,0.06407356262207031,0,"[[594, 625], [544, 575], [450, 481]]"
71,necessity,top-local,medium,medium,0.17216968536376953,0.2950716018676758,0,"[[0, 31], [39, 70], [92, 123]]"
71,necessity,random,medium,medium,0.05460667610168457,0.14238834381103516,0,"[[90, 121], [199, 230], [319, 350]]"
71,necessity,same-class,medium,medium,-0.09835433959960938,0.000194549560546875,0,"[[0, 31], [39, 70], [92, 123]]"
71,necessity,donor global-mean,medium,medium,-0.07422828674316406,-0.011732101440429688,0,"[[0, 31], [39, 70], [92, 123]]"
71,sufficiency,top-local,good,good,0.1514601707458496,0.0431065559387207,0,"[[0, 31], [39, 70], [92, 123]]"
71,sufficiency,random,good,good,-0.020101547241210938,-0.012243270874023438,0,"[[90, 121], [199, 230], [319, 350]]"
71,sufficiency,same-class,good,good,0.11347472667694092,0.06061363220214844,0,"[[0, 31], [39, 70], [92, 123]]"
71,sufficiency,donor global-mean,good,good,0.14014768600463867,0.06348085403442383,0,"[[0, 31], [39, 70], [92, 123]]"
72,necessity,top-local,medium,medium,0.5843625068664551,-0.25089550018310547,0,"[[268, 299], [122, 153], [469, 500]]"
72,necessity,random,medium,medium,0.30771684646606445,0.012988090515136719,0,"[[48, 79], [206, 237], [258, 289]]"
72,necessity,same-class,medium,medium,0.3872237205505371,-0.03355693817138672,0,"[[268, 299], [122, 153], [469, 500]]"
72,necessity,donor global-mean,medium,medium,0.29989004135131836,-0.3833045959472656,0,"[[268, 299], [122, 153], [469, 500]]"
72,sufficiency,top-local,good,good,0.07638144493103027,0.039592742919921875,0,"[[268, 299], [122, 153], [469, 500]]"
72,sufficiency,random,good,good,-0.018845558166503906,-0.007968902587890625,0,"[[48, 79], [206, 237], [258, 289]]"
72,sufficiency,same-class,good,good,0.03980374336242676,0.041420936584472656,0,"[[268, 299], [122, 153], [469, 500]]"
72,sufficiency,donor global-mean,good,good,-0.013742208480834961,0.008034706115722656,0,"[[268, 299], [122, 153], [469, 500]]"
73,necessity,top-local,medium,medium,0.12473797798156738,-0.028456687927246094,0,"[[521, 552], [474, 505], [0, 31]]"
73,necessity,random,medium,medium,-0.15636491775512695,0.03235626220703125,0,"[[586, 617], [264, 295], [515, 546]]"
73,necessity,same-class,medium,medium,-0.14372801780700684,0.017459869384765625,0,"[[521, 552], [474, 505], [0, 31]]"
73,necessity,donor global-mean,medium,medium,-0.10791373252868652,0.01607227325439453,0,"[[521, 552], [474, 505], [0, 31]]"
73,sufficiency,top-local,medium,medium,0.003016829490661621,-0.0011434555053710938,0,"[[521, 552], [474, 505], [0, 31]]"
73,sufficiency,random,medium,medium,-0.08121812343597412,0.014616966247558594,0,"[[586, 617], [264, 295], [515, 546]]"
73,sufficiency,same-class,medium,medium,0.11520564556121826,0.008572578430175781,0,"[[521, 552], [474, 505], [0, 31]]"
73,sufficiency,donor global-mean,medium,medium,0.11213505268096924,0.014162063598632812,0,"[[521, 552], [474, 505], [0, 31]]"
74,necessity,top-local,medium,medium,-0.04468131065368652,0.028704166412353516,0,"[[516, 547], [165, 196], [469, 500]]"
74,necessity,random,medium,medium,0.20364069938659668,-0.06151437759399414,0,"[[420, 451], [198, 229], [332, 363]]"
74,necessity,same-class,medium,medium,-0.0019659996032714844,0.010636329650878906,0,"[[516, 547], [165, 196], [469, 500]]"
74,necessity,donor global-mean,medium,medium,-0.050363779067993164,-0.04025602340698242,0,"[[516, 547], [165, 196], [469, 500]]"
74,sufficiency,top-local,good,good,0.057329416275024414,0.008394241333007812,0,"[[516, 547], [165, 196], [469, 500]]"
74,sufficiency,random,good,good,0.03536486625671387,0.02189350128173828,0,"[[420, 451], [198, 229], [332, 363]]"
74,sufficiency,same-class,good,good,0.06060791015625,0.04100322723388672,0,"[[516, 547], [165, 196], [469, 500]]"
74,sufficiency,donor global-mean,good,good,0.06548047065734863,0.0338897705078125,0,"[[516, 547], [165, 196], [469, 500]]"
75,necessity,top-local,medium,medium,-0.02866184711456299,0.005428314208984375,0,"[[494, 525], [445, 476], [589, 620]]"
75,necessity,random,medium,medium,-0.030107617378234863,0.013371467590332031,0,"[[474, 505], [515, 546], [45, 76]]"
75,necessity,same-class,medium,medium,-0.06599044799804688,0.0023641586303710938,0,"[[494, 525], [445, 476], [589, 620]]"
75,necessity,donor global-mean,medium,medium,-0.04857337474822998,-0.0006957054138183594,0,"[[494, 525], [445, 476], [589, 620]]"
75,sufficiency,top-local,good,good,0.07554149627685547,0.04080343246459961,0,"[[494, 525], [445, 476], [589, 620]]"
75,sufficiency,random,good,good,0.08465719223022461,0.02773284912109375,0,"[[474, 505], [515, 546], [45, 76]]"
75,sufficiency,same-class,good,good,-0.15904510021209717,-0.06835699081420898,0,"[[494, 525], [445, 476], [589, 620]]"
75,sufficiency,donor global-mean,good,good,0.005018830299377441,0.023504257202148438,0,"[[494, 525], [445, 476], [589, 620]]"
76,necessity,top-local,medium,medium,0.010865569114685059,0.05233478546142578,0,"[[486, 517], [594, 625], [218, 249]]"
76,necessity,random,medium,medium,0.026932716369628906,0.020165443420410156,0,"[[514, 545], [445, 476], [89, 120]]"
76,necessity,same-class,medium,medium,0.0008041858673095703,-0.021480560302734375,0,"[[486, 517], [594, 625], [218, 249]]"
76,necessity,donor global-mean,medium,medium,0.009526610374450684,-0.02499103546142578,0,"[[486, 517], [594, 625], [218, 249]]"
76,sufficiency,top-local,medium,medium,-0.0073473453521728516,0.04891490936279297,0,"[[486, 517], [594, 625], [218, 249]]"
76,sufficiency,random,medium,medium,0.029008865356445312,0.017861366271972656,0,"[[514, 545], [445, 476], [89, 120]]"
76,sufficiency,same-class,medium,medium,0.04534196853637695,0.02732372283935547,0,"[[486, 517], [594, 625], [218, 249]]"
76,sufficiency,donor global-mean,medium,medium,-0.03255271911621094,0.06574726104736328,0,"[[486, 517], [594, 625], [218, 249]]"
77,necessity,top-local,medium,medium,-0.12612199783325195,0.20599079132080078,0,"[[384, 415], [40, 71], [153, 184]]"
77,necessity,random,medium,medium,-0.37273359298706055,0.4398841857910156,0,"[[53, 84], [366, 397], [150, 181]]"
77,necessity,same-class,medium,medium,-0.14558076858520508,-0.0205230712890625,0,"[[384, 415], [40, 71], [153, 184]]"
77,necessity,donor global-mean,medium,medium,-0.10721826553344727,-0.04606819152832031,0,"[[384, 415], [40, 71], [153, 184]]"
77,sufficiency,top-local,medium,medium,0.20986247062683105,-0.0038423538208007812,0,"[[384, 415], [40, 71], [153, 184]]"
77,sufficiency,random,medium,medium,0.2310807704925537,0.13876056671142578,0,"[[53, 84], [366, 397], [150, 181]]"
77,sufficiency,same-class,medium,medium,0.7688994407653809,-0.20261096954345703,0,"[[384, 415], [40, 71], [153, 184]]"
77,sufficiency,donor global-mean,medium,medium,0.6987245082855225,-0.09763050079345703,0,"[[384, 415], [40, 71], [153, 184]]"
78,necessity,top-local,medium,medium,-0.2656571865081787,0.13398265838623047,0,"[[540, 571], [221, 252], [0, 31]]"
78,necessity,random,medium,medium,0.027063608169555664,0.014929771423339844,0,"[[418, 449], [503, 534], [35, 66]]"
78,necessity,same-class,medium,medium,-0.2664482593536377,0.07406425476074219,0,"[[540, 571], [221, 252], [0, 31]]"
78,necessity,donor global-mean,medium,medium,-0.18053030967712402,-0.08154678344726562,0,"[[540, 571], [221, 252], [0, 31]]"
78,sufficiency,top-local,good,good,-0.024822235107421875,0.05363273620605469,0,"[[540, 571], [221, 252], [0, 31]]"
78,sufficiency,random,good,good,0.02395009994506836,-0.027324676513671875,0,"[[418, 449], [503, 534], [35, 66]]"
78,sufficiency,same-class,good,good,-0.044818878173828125,0.030897140502929688,0,"[[540, 571], [221, 252], [0, 31]]"
78,sufficiency,donor global-mean,good,good,-0.018239498138427734,0.039920806884765625,0,"[[540, 571], [221, 252], [0, 31]]"
79,necessity,top-local,medium,good,1.4794050455093384,0.3436241149902344,1,"[[421, 452], [502, 533], [0, 31]]"
79,necessity,random,medium,medium,-0.014111995697021484,-0.0032520294189453125,0,"[[587, 618], [20, 51], [473, 504]]"
79,necessity,same-class,medium,medium,0.16542673110961914,0.07706642150878906,0,"[[421, 452], [502, 533], [0, 31]]"
79,necessity,donor global-mean,medium,medium,-0.017754316329956055,0.05307579040527344,0,"[[421, 452], [502, 533], [0, 31]]"
79,sufficiency,top-local,good,good,0.03758525848388672,-0.003985404968261719,0,"[[421, 452], [502, 533], [0, 31]]"
79,sufficiency,random,good,good,0.011005878448486328,-0.0025272369384765625,0,"[[587, 618], [20, 51], [473, 504]]"
79,sufficiency,same-class,good,good,0.0005679130554199219,0.01674365997314453,0,"[[421, 452], [502, 533], [0, 31]]"
79,sufficiency,donor global-mean,good,good,0.01235342025756836,0.017244338989257812,0,"[[421, 452], [502, 533], [0, 31]]"
80,necessity,top-local,medium,medium,0.09849977493286133,0.05213737487792969,0,"[[593, 624], [6, 37], [349, 380]]"
80,necessity,random,medium,medium,-0.0016580820083618164,-0.020740509033203125,0,"[[222, 253], [360, 391], [141, 172]]"
80,necessity,same-class,medium,medium,-0.12843096256256104,-0.014428138732910156,0,"[[593, 624], [6, 37], [349, 380]]"
80,necessity,donor global-mean,medium,medium,0.11443650722503662,-0.011662960052490234,0,"[[593, 624], [6, 37], [349, 380]]"
80,sufficiency,top-local,good,good,0.15612196922302246,0.09008502960205078,0,"[[593, 624], [6, 37], [349, 380]]"
80,sufficiency,random,good,good,-0.03475213050842285,-0.030927658081054688,0,"[[222, 253], [360, 391], [141, 172]]"
80,sufficiency,same-class,good,good,0.095489501953125,0.0734701156616211,0,"[[593, 624], [6, 37], [349, 380]]"
80,sufficiency,donor global-mean,good,good,0.08283019065856934,0.11656379699707031,0,"[[593, 624], [6, 37], [349, 380]]"
81,necessity,top-local,medium,medium,-0.047107696533203125,-0.017055511474609375,0,"[[479, 510], [0, 31], [262, 293]]"
81,necessity,random,medium,medium,0.04504203796386719,-0.02717876434326172,0,"[[144, 175], [342, 373], [553, 584]]"
81,necessity,same-class,medium,medium,-0.029537200927734375,-0.02061176300048828,0,"[[479, 510], [0, 31], [262, 293]]"
81,necessity,donor global-mean,medium,medium,-0.0637364387512207,-0.024271011352539062,0,"[[479, 510], [0, 31], [262, 293]]"
81,sufficiency,top-local,good,good,-0.060736894607543945,-0.03621864318847656,0,"[[479, 510], [0, 31], [262, 293]]"
81,sufficiency,random,good,good,0.19785058498382568,0.05091381072998047,0,"[[144, 175], [342, 373], [553, 584]]"
81,sufficiency,same-class,good,good,0.027157902717590332,-0.020059585571289062,0,"[[479, 510], [0, 31], [262, 293]]"
81,sufficiency,donor global-mean,good,good,0.004384517669677734,0.016357898712158203,0,"[[479, 510], [0, 31], [262, 293]]"
82,necessity,top-local,medium,medium,0.023259401321411133,-0.033019065856933594,0,"[[0, 31], [594, 625], [337, 368]]"
82,necessity,random,medium,medium,-0.05874300003051758,0.05263233184814453,0,"[[198, 229], [393, 424], [233, 264]]"
82,necessity,same-class,medium,medium,-0.025185585021972656,-0.029216766357421875,0,"[[0, 31], [594, 625], [337, 368]]"
82,necessity,donor global-mean,medium,medium,0.026680707931518555,-0.060959815979003906,0,"[[0, 31], [594, 625], [337, 368]]"
82,sufficiency,top-local,good,good,-0.0034542083740234375,0.012956619262695312,0,"[[0, 31], [594, 625], [337, 368]]"
82,sufficiency,random,good,good,-0.0016674995422363281,0.0030078887939453125,0,"[[198, 229], [393, 424], [233, 264]]"
82,sufficiency,same-class,good,good,0.17185068130493164,0.017169952392578125,0,"[[0, 31], [594, 625], [337, 368]]"
82,sufficiency,donor global-mean,good,good,0.029839038848876953,0.01868152618408203,0,"[[0, 31], [594, 625], [337, 368]]"
83,necessity,top-local,medium,medium,0.18984413146972656,-0.09834861755371094,0,"[[508, 539], [74, 105], [0, 31]]"
83,necessity,random,medium,medium,-0.07517385482788086,0.0412445068359375,0,"[[547, 578], [198, 229], [594, 625]]"
83,necessity,same-class,medium,medium,-0.3929290771484375,0.2283639907836914,0,"[[508, 539], [74, 105], [0, 31]]"
83,necessity,donor global-mean,medium,medium,0.1461653709411621,-0.10511398315429688,0,"[[508, 539], [74, 105], [0, 31]]"
83,sufficiency,top-local,good,good,0.16225695610046387,0.05670928955078125,0,"[[508, 539], [74, 105], [0, 31]]"
83,sufficiency,random,good,good,-0.019259214401245117,-0.013416290283203125,0,"[[547, 578], [198, 229], [594, 625]]"
83,sufficiency,same-class,good,good,0.07454884052276611,0.021796226501464844,0,"[[508, 539], [74, 105], [0, 31]]"
83,sufficiency,donor global-mean,good,good,0.13001370429992676,0.07404232025146484,0,"[[508, 539], [74, 105], [0, 31]]"
84,necessity,top-local,medium,medium,0.0021805763244628906,0.008086204528808594,0,"[[0, 31], [31, 62], [212, 243]]"
84,necessity,random,medium,medium,0.08062934875488281,-0.0014696121215820312,0,"[[574, 605], [110, 141], [271, 302]]"
84,necessity,same-class,medium,medium,0.023512840270996094,-0.027892112731933594,0,"[[0, 31], [31, 62], [212, 243]]"
84,necessity,donor global-mean,medium,medium,-0.025079727172851562,0.0014467239379882812,0,"[[0, 31], [31, 62], [212, 243]]"
84,sufficiency,top-local,good,good,0.08115243911743164,0.019837379455566406,0,"[[0, 31], [31, 62], [212, 243]]"
84,sufficiency,random,good,good,0.002040386199951172,0.00567626953125,0,"[[574, 605], [110, 141], [271, 302]]"
84,sufficiency,same-class,good,good,0.0629425048828125,0.027803421020507812,0,"[[0, 31], [31, 62], [212, 243]]"
84,sufficiency,donor global-mean,good,good,0.059651851654052734,0.02302837371826172,0,"[[0, 31], [31, 62], [212, 243]]"
85,necessity,top-local,medium,medium,-0.18021917343139648,0.09220218658447266,0,"[[0, 31], [103, 134], [47, 78]]"
85,necessity,random,medium,medium,-0.023930072784423828,0.0003814697265625,0,"[[326, 357], [434, 465], [594, 625]]"
85,necessity,same-class,medium,medium,-0.08030986785888672,0.012104034423828125,0,"[[0, 31], [103, 134], [47, 78]]"
85,necessity,donor global-mean,medium,medium,-0.12726354598999023,0.007984161376953125,0,"[[0, 31], [103, 134], [47, 78]]"
85,sufficiency,top-local,good,good,-0.11895084381103516,-0.03450775146484375,0,"[[0, 31], [103, 134], [47, 78]]"
85,sufficiency,random,good,good,-0.12523746490478516,-0.03426551818847656,0,"[[326, 357], [434, 465], [594, 625]]"
85,sufficiency,same-class,good,good,-0.13081932067871094,-0.040897369384765625,0,"[[0, 31], [103, 134], [47, 78]]"
85,sufficiency,donor global-mean,good,good,-0.003871917724609375,0.0041522979736328125,0,"[[0, 31], [103, 134], [47, 78]]"
86,necessity,top-local,medium,medium,-0.07906484603881836,-0.020369529724121094,0,"[[0, 31], [45, 76], [124, 155]]"
86,necessity,random,medium,medium,0.06004619598388672,-0.012795448303222656,0,"[[92, 123], [227, 258], [7, 38]]"
